file_id,name,current_parent_path,full_path,proposed_action,proposed_target_path,reason,confidence,delete_candidate,requires_operator_approval,canonical_replacement_id,notes
1dH-rEM3nHB2eVKpGTjiOu5OtB34j5VxM,STOP_AND_TRADE_MANAGEMENT_AUDIT.md,Trade_AI_Docs_v2/atm_audit_2026_05_26,Trade_AI_Docs_v2/atm_audit_2026_05_26/STOP_AND_TRADE_MANAGEMENT_AUDIT.md,KEEP_CURRENT,Trade_AI_Docs_v2/atm_audit_2026_05_26/STOP_AND_TRADE_MANAGEMENT_AUDIT.md,ATM audit content,high,False,False,,
1JfO4ew39K0tq6ejULVPYKWRHUfhKp0U9,CAPITAL_ALLOCATION_AUDIT.md,Trade_AI_Docs_v2/atm_audit_2026_05_26,Trade_AI_Docs_v2/atm_audit_2026_05_26/CAPITAL_ALLOCATION_AUDIT.md,KEEP_CURRENT,Trade_AI_Docs_v2/atm_audit_2026_05_26/CAPITAL_ALLOCATION_AUDIT.md,ATM audit content,high,False,False,,
1A8jYjR357fBmI3eUyT-9M6O5ijt80LKl,ATM_SYSTEM_AUDIT.md,Trade_AI_Docs_v2/atm_audit_2026_05_26,Trade_AI_Docs_v2/atm_audit_2026_05_26/ATM_SYSTEM_AUDIT.md,KEEP_CURRENT,Trade_AI_Docs_v2/atm_audit_2026_05_26/ATM_SYSTEM_AUDIT.md,ATM audit content,high,False,False,,
1of5jS7d1MzGhOJ2U9MH5i-Y3pkrrxWr-,API_CAPTURE_SUMMARY.md,Trade_AI_Docs_v2/atm_audit_2026_05_26,Trade_AI_Docs_v2/atm_audit_2026_05_26/API_CAPTURE_SUMMARY.md,KEEP_CURRENT,Trade_AI_Docs_v2/atm_audit_2026_05_26/API_CAPTURE_SUMMARY.md,ATM audit content,high,False,False,,
149hq8CYdiCZtTI0eHVDnOX8Uli3W5GX1,ATM_CRON_MAP.md,Trade_AI_Docs_v2/atm_audit_2026_05_26,Trade_AI_Docs_v2/atm_audit_2026_05_26/ATM_CRON_MAP.md,KEEP_CURRENT,Trade_AI_Docs_v2/atm_audit_2026_05_26/ATM_CRON_MAP.md,ATM audit content,high,False,False,,
1LHg2yjdGpat7ctm_i1gTUAO1RnUutUbz,INCIDENT_TIMELINE_EVIDENCE.md,Trade_AI_Docs_v2/atm_audit_2026_05_26,Trade_AI_Docs_v2/atm_audit_2026_05_26/INCIDENT_TIMELINE_EVIDENCE.md,KEEP_CURRENT,Trade_AI_Docs_v2/atm_audit_2026_05_26/INCIDENT_TIMELINE_EVIDENCE.md,ATM audit content,high,False,False,,
1DakkvHLiW9Pqv__LRpGsG028H8Vyvlrn,SCHEMA_FINDINGS.md,Trade_AI_Docs_v2/atm_audit_2026_05_26,Trade_AI_Docs_v2/atm_audit_2026_05_26/SCHEMA_FINDINGS.md,KEEP_CURRENT,Trade_AI_Docs_v2/atm_audit_2026_05_26/SCHEMA_FINDINGS.md,ATM audit content,high,False,False,,
1XYbrmyKoITMieI7m28ZJbOVmHzp5vG_U,P0_REMEDIATION_PLAN.md,Trade_AI_Docs_v2/atm_audit_2026_05_26,Trade_AI_Docs_v2/atm_audit_2026_05_26/P0_REMEDIATION_PLAN.md,KEEP_CURRENT,Trade_AI_Docs_v2/atm_audit_2026_05_26/P0_REMEDIATION_PLAN.md,ATM audit content,high,False,False,,
1uouYY62iGqQ8HP58bXJnwUGPdHKrEzaf,STOP_AND_TRADE_MANAGEMENT_AUDIT.md,Trade_AI_Docs_v2/atm_audit_2026_05_26,Trade_AI_Docs_v2/atm_audit_2026_05_26/STOP_AND_TRADE_MANAGEMENT_AUDIT.md,KEEP_CURRENT,Trade_AI_Docs_v2/atm_audit_2026_05_26/STOP_AND_TRADE_MANAGEMENT_AUDIT.md,ATM audit content,high,False,False,,
1wWNjVq0K36r6Ll_dOslbtjpUFLwwBy_Q,HANDOFF_MANIFEST.md,Trade_AI_Docs_v2/atm_audit_2026_05_26,Trade_AI_Docs_v2/atm_audit_2026_05_26/HANDOFF_MANIFEST.md,KEEP_CURRENT,Trade_AI_Docs_v2/atm_audit_2026_05_26/HANDOFF_MANIFEST.md,ATM audit content,high,False,False,,
1sibLT8eIAJQRHE47MTe--HOuj1q_XJ2P,AGENT_ROSTER.md,Trade_AI_Docs_v2,Trade_AI_Docs_v2/AGENT_ROSTER.md,MOVE_TO_ARCHIVE,40_ARCHIVE/loose_root_files/AGENT_ROSTER.md,"Loose root markdown, likely duplicate of indexed doc",high,False,True,,
1dVOtrzN3Q3l-NGeyKl3Qp9FBbYlomU0o,MONDAY_BURNIN_CHECKLIST.md,Trade_AI_Docs_v2,Trade_AI_Docs_v2/MONDAY_BURNIN_CHECKLIST.md,MOVE_TO_ARCHIVE,40_ARCHIVE/loose_root_files/MONDAY_BURNIN_CHECKLIST.md,"Loose root markdown, likely duplicate of indexed doc",high,False,True,,
1gGlxVgSeenUqNrRpZ0voCdaC_XTz9fge,DOCS_ROSTER.md,Trade_AI_Docs_v2,Trade_AI_Docs_v2/DOCS_ROSTER.md,MOVE_TO_ARCHIVE,40_ARCHIVE/loose_root_files/DOCS_ROSTER.md,"Loose root markdown, likely duplicate of indexed doc",high,False,True,,
1OBksuIvYTSpzzqAch-XY1pVw_dR_IlOa,PROJECT_DOC_INDEX.md,Trade_AI_Docs_v2,Trade_AI_Docs_v2/PROJECT_DOC_INDEX.md,MOVE_TO_ARCHIVE,40_ARCHIVE/loose_root_files/PROJECT_DOC_INDEX.md,"Loose root markdown, likely duplicate of indexed doc",high,False,True,,
1d_2bV_bpdDWlUtdQcQMSpG5Rvn7-zTyb,TRADE_SUPERVISION_METHODOLOGY.md,Trade_AI_Docs_v2,Trade_AI_Docs_v2/TRADE_SUPERVISION_METHODOLOGY.md,MOVE_TO_ARCHIVE,40_ARCHIVE/loose_root_files/TRADE_SUPERVISION_METHODOLOGY.md,"Loose root markdown, likely duplicate of indexed doc",high,False,True,,
1hRgX2121peywhuMBGvTEp4LF9Xpbd5-Z,SYSTEM_ARCHITECTURE_COMPLETE.md,Trade_AI_Docs_v2,Trade_AI_Docs_v2/SYSTEM_ARCHITECTURE_COMPLETE.md,MOVE_TO_ARCHIVE,40_ARCHIVE/loose_root_files/SYSTEM_ARCHITECTURE_COMPLETE.md,"Loose root markdown, likely duplicate of indexed doc",high,False,True,,
1dUOdIt2eyXMs1NHG9R2JRqBZK7ddYQS8,ROOT_CAUSE_ATM_DEAD_2026_05_26.md,Trade_AI_Docs_v2,Trade_AI_Docs_v2/ROOT_CAUSE_ATM_DEAD_2026_05_26.md,MOVE_TO_ARCHIVE,40_ARCHIVE/loose_root_files/ROOT_CAUSE_ATM_DEAD_2026_05_26.md,"Loose root markdown, likely duplicate of indexed doc",high,False,True,,
1CMCBN5r04PjDy_t7vTOG0dGeSMmSofQP,DESIGNER_MISSING_FILES_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace,Trade_AI_Docs_v2/ui_redesign/designer_workspace/DESIGNER_MISSING_FILES_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/DESIGNER_MISSING_FILES_REPORT.md,UI redesign workspace,high,False,False,,
1BsdyyH5y0oucANXohDriRjq-9SNRaw-M,UI_REDESIGN_FINAL_COMPLETE_CLOSEOUT_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/UI_REDESIGN_FINAL_COMPLETE_CLOSEOUT_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/UI_REDESIGN_FINAL_COMPLETE_CLOSEOUT_REPORT.md,UI redesign workspace,high,False,False,,
1mniJUxTdiE4K7hSErmi7zcAke1BkqboP,UI_REDESIGN_COMPLETE_SESSION_MEMORY.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/UI_REDESIGN_COMPLETE_SESSION_MEMORY.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/UI_REDESIGN_COMPLETE_SESSION_MEMORY.md,UI redesign workspace,high,False,False,,
1RNVDRk7wSpqRaDTTvDpqKSsBbwfLaqCL,PHASE5_SELF_IMPROVEMENT_POLISH_APPLY_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE5_SELF_IMPROVEMENT_POLISH_APPLY_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE5_SELF_IMPROVEMENT_POLISH_APPLY_REPORT.md,UI redesign workspace,high,False,False,,
1gmycaCtKC3oYdYzbfDJ-d69WFeerNO-U,UI_REDESIGN_FULL_SESSION_MEMORY.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/UI_REDESIGN_FULL_SESSION_MEMORY.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/UI_REDESIGN_FULL_SESSION_MEMORY.md,UI redesign workspace,high,False,False,,
1ihMTEDi2qzftx5-KghY9H7V4OBTItLGh,PHASE4_GOVERNANCE_APPROVALS_CLOSEOUT_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE4_GOVERNANCE_APPROVALS_CLOSEOUT_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE4_GOVERNANCE_APPROVALS_CLOSEOUT_REPORT.md,UI redesign workspace,high,False,False,,
1jBuZ-3kRwQhEKykZVkysXTqPX8jIyr6v,PHASE4C_PAPER_PROPOSALS_APPLY_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE4C_PAPER_PROPOSALS_APPLY_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE4C_PAPER_PROPOSALS_APPLY_REPORT.md,UI redesign workspace,high,False,False,,
1uYxSP_IsQRI--2eB0sLYpbfbKrSlJKIa,PHASE4B_APPROVALS_APPLY_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE4B_APPROVALS_APPLY_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE4B_APPROVALS_APPLY_REPORT.md,UI redesign workspace,high,False,False,,
1XkLG_v35dOMecP46pI03yLSBE6nyNGnp,UI_REDESIGN_FINAL_CLOSEOUT_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/UI_REDESIGN_FINAL_CLOSEOUT_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/UI_REDESIGN_FINAL_CLOSEOUT_REPORT.md,UI redesign workspace,high,False,False,,
1fzV1KHwycwvphJdYx1Glqzy9J6zzs0bn,UI_REDESIGN_FULL_SESSION_MEMORY.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/UI_REDESIGN_FULL_SESSION_MEMORY.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/UI_REDESIGN_FULL_SESSION_MEMORY.md,UI redesign workspace,high,False,False,,
19nRhwfnbpnZ-bbPoL3wMLimySvorxUFi,PHASE3_MARKET_OPPORTUNITIES_APPLY_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE3_MARKET_OPPORTUNITIES_APPLY_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE3_MARKET_OPPORTUNITIES_APPLY_REPORT.md,UI redesign workspace,high,False,False,,
1rTtVUo54Kl2NjtSZbTM5D7WBGuYbiTsl,PHASE2B_AUTOMATION_TRUST_CENTER_APPLY_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE2B_AUTOMATION_TRUST_CENTER_APPLY_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE2B_AUTOMATION_TRUST_CENTER_APPLY_REPORT.md,UI redesign workspace,high,False,False,,
10kXnKM4USY9XFlehy5JaSIkn2uukUaLZ,UI_REDESIGN_SESSION_CLOSEOUT_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/UI_REDESIGN_SESSION_CLOSEOUT_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/UI_REDESIGN_SESSION_CLOSEOUT_REPORT.md,UI redesign workspace,high,False,False,,
1XEzYR_qn9_JfkZsyRkG6lNDGrVyizRSG,AGENT_COLLABORATION_DECISION_COCKPIT_APPLY_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/AGENT_COLLABORATION_DECISION_COCKPIT_APPLY_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/AGENT_COLLABORATION_DECISION_COCKPIT_APPLY_REPORT.md,UI redesign workspace,high,False,False,,
1OIDmDSov_YJOO4VQIMITImUxS-j6oa1n,PHASE1_5_UI_PRIMITIVES_APPLY_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE1_5_UI_PRIMITIVES_APPLY_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE1_5_UI_PRIMITIVES_APPLY_REPORT.md,UI redesign workspace,high,False,False,,
1Wlqtv7h3ccv7OrBz-1oAnx-c_yBPhSIk,PHASE1_NAV_APPLY_REPORT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE1_NAV_APPLY_REPORT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/PHASE1_NAV_APPLY_REPORT.md,UI redesign workspace,high,False,False,,
1L9GmE8wpDfhYZG1u2BKcgefnUGRf0-N5,CLAUDE_APPLY_DESIGNER_REPLACEMENTS_TEMPLATE.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/CLAUDE_APPLY_DESIGNER_REPLACEMENTS_TEMPLATE.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/implementation_prompts/CLAUDE_APPLY_DESIGNER_REPLACEMENTS_TEMPLATE.md,UI redesign workspace,high,False,False,,
1K12opiM1ZpFvPhJ2pPK6v1Y89xJRN0nE,AGENT_COLLABORATION_DESIGN_NOTES.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/AGENT_COLLABORATION_DESIGN_NOTES.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/AGENT_COLLABORATION_DESIGN_NOTES.md,UI redesign workspace,high,False,False,,
1uIMdwZyp_pUQqEQsg6hWboqQ4OEm2k1R,AgentCollaboration.tsx.REPLACEMENT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/AgentCollaboration.tsx.REPLACEMENT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/AgentCollaboration.tsx.REPLACEMENT.md,UI redesign workspace,high,False,False,,
1VMkVq78Oko924XnTSuraGD81SnHgWPeb,AGENT_COLLABORATION_DESIGN_NOTES.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/AGENT_COLLABORATION_DESIGN_NOTES.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/AGENT_COLLABORATION_DESIGN_NOTES.md,UI redesign workspace,high,False,False,,
1kGqVThQPjbbnNKcJueQnt6VHPVGVTiBm,AgentCollaboration.tsx.REPLACEMENT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/AgentCollaboration.tsx.REPLACEMENT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/AgentCollaboration.tsx.REPLACEMENT.md,UI redesign workspace,high,False,False,,
1xpUhKxS6IQBF2yqH48GN6L4Z6gDkD-3Q,SelfImprovement.tsx.REPLACEMENT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/phase5_self_improvement_polish,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/phase5_self_improvement_polish/SelfImprovement.tsx.REPLACEMENT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/phase5_self_improvement_polish/SelfImprovement.tsx.REPLACEMENT.md,UI redesign workspace,high,False,False,,
1gLmZa5Y19sV7qcX5unP4GTO08qaAfaR8,SELF_IMPROVEMENT_POLISH_DESIGN_NOTES.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/phase5_self_improvement_polish,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/phase5_self_improvement_polish/SELF_IMPROVEMENT_POLISH_DESIGN_NOTES.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/phase5_self_improvement_polish/SELF_IMPROVEMENT_POLISH_DESIGN_NOTES.md,UI redesign workspace,high,False,False,,
16GokskgWWmWgcP04nxsifEGsJ-4oyM4g,SELF_IMPROVEMENT_POLISH_APPLY_PLAN.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/phase5_self_improvement_polish,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/phase5_self_improvement_polish/SELF_IMPROVEMENT_POLISH_APPLY_PLAN.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/phase5_self_improvement_polish/SELF_IMPROVEMENT_POLISH_APPLY_PLAN.md,UI redesign workspace,high,False,False,,
1C1t4o9FktSOsAIuyFQhGbFqc405HG7ee,ProposalAlerts.tsx.REPLACEMENT.md,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/phase4_governance_approvals,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/phase4_governance_approvals/ProposalAlerts.tsx.REPLACEMENT.md,KEEP_CURRENT,Trade_AI_Docs_v2/ui_redesign/designer_workspace/designed_replacements/phase4_governance_approvals/ProposalAlerts.tsx.REPLACEMENT.md,UI redesign workspace,high,False,False,,
